Date,Open,High,Low,Close,Volume,Adj Close
2006-08-07,75.629997,76.279999,75.050003,75.480003,3810900,63.50489
2006-07-31,76.440002,77.50,75.32,75.910004,4180100,63.612965
2006-07-24,74.919998,77.300003,74.919998,76.959999,5133200,64.492867
2006-07-17,73.349998,77.059998,72.730003,74.860001,10122900,62.733055
2006-07-10,76.18,76.830002,73.370003,73.57,7465100,61.652027
2006-07-03,77.540001,78.529999,76.120003,76.419998,4549900,64.040344
2006-06-26,77.040001,77.93,76.059998,76.82,5359500,64.375542
2006-06-19,77.900002,78.559998,76.940002,77.099998,5414000,64.610184
2006-06-12,77.629997,78.779999,76.82,77.949997,6630100,65.322487
2006-06-05,79.099998,80.739998,76.75,77.629997,8068200,65.054329
2006-05-30,80.349998,80.959999,79.150002,79.519997,5883200,66.638153
2006-05-22,79.830002,81.300003,79.059998,80.75,5244500,67.668907
2006-05-15,81.800003,83.25,79.510002,80.279999,5725900,67.27504
2006-05-08,82.599998,83.690002,82.300003,82.389999,4463900,69.043228
2006-05-01,82.589996,83.339996,82.00,83.279999,4908000,69.537651
2006-04-24,81.300003,84.400002,81.099998,82.339996,7297000,68.752762
2006-04-17,81.919998,84.00,81.260002,81.660004,7089800,68.184975
2006-04-10,82.269997,82.739998,80.629997,81.980003,4573000,68.452171
2006-04-03,82.720001,84.449997,82.440002,82.480003,4756000,68.869667
2006-03-27,82.980003,83.699997,82.199997,82.470001,4627900,68.861313
2006-03-20,83.110001,84.989998,82.93,83.360001,5109500,69.604454
2006-03-13,81.559998,83.760002,81.449997,83.300003,5034700,69.554352
2006-03-06,79.910004,82.25,79.860001,81.57,4741600,68.109825
2006-02-27,79.970001,80.889999,79.510002,79.959999,4738600,66.765495
2006-02-21,80.099998,81.650002,79.849998,80.099998,5003700,66.882393
2006-02-13,81.330002,81.910004,80.129997,80.709999,5398800,67.391739
2006-02-06,79.940002,81.459999,78.93,81.330002,6565200,67.909431
2006-01-30,80.209999,82.239998,79.720001,79.970001,6713200,66.606606
2006-01-23,81.330002,82.150002,80.589996,81.019997,6494200,67.48114
2006-01-17,82.800003,84.699997,81.25,81.360001,8698100,67.764328
2006-01-09,83.900002,84.809998,82.50,83.169998,6034600,69.271866
2006-01-03,82.449997,85.029999,80.809998,84.949997,9239500,70.754417
2005-12-27,83.480003,84.50,81.559998,82.199997,4405500,68.463959
2005-12-19,83.230003,84.199997,82.059998,83.480003,5459600,69.530067
2005-12-12,87.010002,87.349998,82.75,83.370003,7861000,69.438446
2005-12-05,88.400002,89.919998,86.330002,86.970001,5285500,72.436867
2005-11-28,88.800003,89.940002,88.360001,88.650002,5153000,73.836128
2005-11-21,87.599998,89.389999,86.879997,88.800003,4548200,73.961067
2005-11-14,84.25,88.00,84.029999,87.769997,6143900,73.10318
2005-11-07,83.099998,84.839996,82.300003,84.550003,4352500,70.421265
2005-10-31,81.510002,83.300003,80.639999,83.00,6230800,68.964912
2005-10-24,83.150002,83.949997,80.50,81.419998,5158600,67.652084
2005-10-17,82.360001,84.599998,81.93,83.330002,7857200,69.239105
2005-10-10,81.239998,83.519997,81.080002,82.349998,7269800,68.42482
2005-10-03,80.220001,81.470001,78.699997,80.50,6184300,66.88765
2005-09-26,78.309998,80.550003,76.93,80.220001,6023300,66.654999
2005-09-19,79.739998,79.980003,77.300003,78.00,6340300,64.810394
2005-09-12,81.029999,82.110001,79.669998,80.330002,5022000,66.746399
2005-09-06,79.699997,81.519997,79.699997,81.440002,4670300,67.668701
2005-08-29,80.00,81.75,79.339996,79.459999,5034300,66.023514
2005-08-22,82.75,83.349998,80.260002,80.379997,4442100,66.787941
2005-08-15,81.900002,83.300003,80.800003,82.760002,4577100,68.765495
2005-08-08,83.410004,84.010002,81.620003,82.190002,4513700,68.291878
2005-08-01,83.00,84.199997,82.730003,83.360001,4453100,69.097855
2005-07-25,83.980003,84.519997,82.809998,83.459999,4876500,69.18074
2005-07-18,81.989998,85.110001,81.68,84.440002,9002800,69.993073
2005-07-11,79.400002,82.75,78.519997,82.379997,9132500,68.285522
2005-07-05,74.379997,79.519997,74.160004,79.300003,9347200,65.732483
2005-06-27,74.010002,75.68,73.449997,74.669998,6135500,61.89463
2005-06-20,76.029999,77.489998,74.00,74.010002,6657900,61.347557
2005-06-13,74.50,77.730003,74.449997,76.389999,6713600,63.320358
2005-06-06,75.800003,76.089996,74.099998,74.769997,4960800,61.97752
2005-05-31,77.300003,77.50,75.50,75.790001,5993700,62.823013
2005-05-23,76.300003,77.410004,75.169998,77.099998,4979900,63.908882
2005-05-16,73.089996,77.639999,73.089996,76.410004,6861300,63.336937
2005-05-09,75.260002,75.459999,72.50,73.160004,6745400,60.642982
2005-05-02,76.879997,78.110001,74.970001,75.260002,7812600,62.38369
2005-04-25,75.099998,77.18,74.050003,76.379997,10222400,63.144352
2005-04-18,77.150002,77.75,71.849998,74.209999,14018000,61.350388
2005-04-11,87.349998,87.559998,76.330002,76.699997,12428800,63.408901
2005-04-04,90.080002,90.620003,87.50,87.599998,5535500,72.420074
2005-03-28,90.709999,91.760002,90.040001,90.440002,5110600,74.767944
2005-03-21,89.419998,91.550003,89.260002,90.699997,4726000,74.982887
2005-03-14,91.50,92.269997,89.089996,89.279999,5153500,73.808952
2005-03-07,92.349998,93.00,91.199997,91.510002,4912500,75.652527
2005-02-28,92.529999,93.730003,92.199997,92.370003,4405700,76.363503
2005-02-22,92.669998,93.50,91.550003,92.800003,4670000,76.718987
2005-02-14,93.160004,94.970001,92.900002,93.269997,4000500,77.107536
2005-02-07,94.349998,94.900002,92.300003,93.300003,4220700,77.132347
2005-01-31,93.650002,94.739998,93.00,94.510002,3946200,77.983887
2005-01-24,92.699997,93.589996,91.440002,92.889999,5533500,76.647163
2005-01-18,93.650002,95.339996,92.230003,92.379997,7139000,76.226334
2005-01-10,95.779999,96.199997,93.550003,94.099998,5212000,77.645576
2005-01-03,98.970001,99.099998,95.470001,95.779999,5483000,79.031815
2004-12-27,97.690002,99.00,97.370003,98.580002,3500200,81.342201
2004-12-20,96.349998,98.00,96.349998,97.720001,4538100,80.632584
2004-12-13,96.849998,98.150002,96.080002,96.199997,5544000,79.378365
2004-12-06,96.879997,98.25,95.709999,96.669998,5390500,79.766182
2004-11-29,94.940002,97.629997,94.239998,97.080002,5882700,80.104492
2004-11-22,94.300003,95.790001,94.160004,94.720001,4324700,78.157166
2004-11-15,95.080002,96.629997,94.25,94.449997,5451900,77.934372
2004-11-08,92.50,95.50,92.50,95.32,5618100,78.652245
2004-11-01,89.330002,93.519997,89.230003,93.279999,6152500,76.820442
2004-10-25,87.360001,90.269997,87.309998,89.75,5578000,73.913322
2004-10-18,84.300003,89.730003,84.290001,87.389999,7985500,71.969749
2004-10-11,86.769997,87.199997,84.300003,84.849998,4891300,69.877945
2004-10-04,87.00,88.099998,86.510002,86.709999,4260600,71.409737
2004-09-27,84.099998,86.980003,83.879997,86.720001,4493000,71.417976
2004-09-20,85.400002,86.43,83.239998,84.43,4633500,69.532051
2004-09-13,87.00,87.279999,85.440002,85.739998,4641500,70.610901
2004-09-07,84.699997,87.00,84.599998,86.760002,4498700,71.45092
2004-08-30,84.57,85.089996,83.650002,84.389999,3457200,69.499115
2004-08-23,85.230003,85.449997,84.349998,84.940002,3391100,69.952065
2004-08-16,83.699997,85.349998,83.510002,85.25,4304800,70.207359
2004-08-09,83.480003,84.989998,81.900002,83.910004,5239300,69.103813
2004-08-02,86.870003,87.389999,83.419998,83.480003,4163000,68.749687
2004-07-26,84.849998,87.400002,84.510002,87.07,4584600,71.554703
2004-07-19,84.50,87.110001,84.400002,84.849998,5612600,69.730293
2004-07-12,84.00,86.480003,83.419998,84.279999,7167300,69.261864
2004-07-06,86.50,86.730003,83.510002,83.889999,6552400,68.94136
2004-06-28,89.709999,89.900002,86.57,87.040001,4302000,71.530052
2004-06-21,90.400002,90.919998,88.940002,89.550003,4404300,73.592789
2004-06-14,90.050003,91.209999,89.620003,90.059998,4485200,74.011909
2004-06-07,88.75,90.75,88.010002,90.459999,4591700,74.34063
2004-06-01,88.00,88.639999,87.300003,87.559998,3902900,71.95739
2004-05-24,87.75,89.080002,86.550003,88.589996,4148500,72.803848
2004-05-17,85.300003,88.879997,85.150002,87.129997,5338800,71.604012
2004-05-10,87.599998,88.150002,85.120003,86.410004,6323800,71.012314
2004-05-03,88.129997,89.75,87.199997,88.190002,5130100,72.475136
2004-04-26,90.75,91.989998,88.010002,88.169998,5358000,72.31208
2004-04-19,91.900002,92.480003,89.699997,91.279999,5218800,74.862724
2004-04-12,93.50,94.360001,91.040001,92.279999,6280900,75.682869
2004-04-05,93.949997,94.389999,92.510002,93.120003,4050300,76.371796
2004-03-29,92.989998,94.550003,91.349998,94.199997,5009300,77.257545
2004-03-22,91.269997,93.25,90.279999,92.769997,5496500,76.08474
2004-03-15,92.599998,93.790001,90.879997,91.620003,5495500,75.141579
2004-03-08,96.489998,96.879997,91.150002,93.300003,6572500,76.519424
2004-03-01,96.50,97.599998,95.559998,96.449997,4351100,79.102867
2004-02-23,97.400002,97.510002,95.199997,96.50,5136100,79.143875
2004-02-17,99.989998,100.00,97.190002,97.309998,4974500,79.808189
2004-02-09,99.309998,100.309998,98.410004,99.709999,4095900,81.776543
2004-02-02,99.150002,100.43,98.25,98.940002,6336700,81.145035
2004-01-26,97.900002,99.849998,96.550003,99.230003,6172900,81.25116
2004-01-20,96.00,98.209999,95.730003,97.900002,6472400,80.162132
